order_id,order_date,customer_id,state,city,region,channel,category,product,quantity,unit_price,discount_pct,unit_cost,sales_amount,cost_amount,profit,payment_mode,year,month_num,month,quarter,year_month,gross_sales_before_discount,discount_amount,profit_margin
ORD105344,2024-07-27,CUST11880,Gujarat,Ahmedabad,West,Online,Monitors,27-inch Monitor,2,22500.0,0.08,16800.0,42642.0,33600.0,9042.0,Credit Card,2024,7,Jul,Q3,2024-07,45000.0,3600.0,0.21204446320529055
ORD105369,2024-07-27,CUST10535,Maharashtra,Nagpur,West,Online,Accessories,Wireless Earbuds,2,4200.0,0.08,2700.0,7959.84,5400.0,2559.84,Credit Card,2024,7,Jul,Q3,2024-07,8400.0,672.0,0.32159440390761623
ORD106475,2024-07-27,CUST12775,Rajasthan,Jaipur,North,Online,Mobiles,Budget Smartphone,2,14500.0,0.05,10800.0,28376.5,21600.0,6776.5,UPI,2024,7,Jul,Q3,2024-07,29000.0,1450.0,0.23880675911405563
ORD107668,2024-07-27,CUST12118,Maharashtra,Mumbai,West,Online,Mobiles,5G Smartphone,1,32000.0,0.15,24500.0,28016.0,24500.0,3516.0,Net Banking,2024,7,Jul,Q3,2024-07,32000.0,4800.0,0.12549971444888636
ORD108896,2024-07-27,CUST10518,Tamil Nadu,Chennai,South,Store,Printers,Ink Tank Printer,2,16500.0,0.1,12200.0,29106.0,24400.0,4706.0,Debit Card,2024,7,Jul,Q3,2024-07,33000.0,3300.0,0.16168487597059025
ORD109373,2024-07-27,CUST12619,Odisha,Cuttack,East,Online,Laptops,Ultrabook 14,1,72000.0,0.0,56000.0,74160.0,56000.0,18160.0,Credit Card,2024,7,Jul,Q3,2024-07,72000.0,0.0,0.24487594390507011
ORD110626,2024-07-27,CUST11974,Karnataka,Mangaluru,South,Online,Laptops,Business Laptop 15,2,61000.0,0.08,47000.0,115607.2,94000.0,21607.2,Credit Card,2024,7,Jul,Q3,2024-07,122000.0,9760.0,0.1869018538637732
ORD111110,2024-07-27,CUST12033,Delhi,New Delhi,North,Store,Mobiles,Premium Smartphone,2,58000.0,0.05,44000.0,107996.0,88000.0,19996.0,Credit Card,2024,7,Jul,Q3,2024-07,116000.0,5800.0,0.18515500574095337
ORD112075,2024-07-27,CUST11462,Maharashtra,Nagpur,West,Online,Laptops,Gaming Laptop,3,98000.0,0.02,79000.0,296763.6,237000.0,59763.6,UPI,2024,7,Jul,Q3,2024-07,294000.0,5880.0,0.20138453637845075
ORD112903,2024-07-27,CUST11033,Gujarat,Surat,West,Online,Laptops,Gaming Laptop,1,98000.0,0.02,79000.0,98921.2,79000.0,19921.2,UPI,2024,7,Jul,Q3,2024-07,98000.0,1960.0,0.20138453637845075
ORD113623,2024-07-27,CUST10909,Tamil Nadu,Chennai,South,Store,Laptops,Ultrabook 14,3,72000.0,0.02,56000.0,207446.4,168000.0,39446.4,UPI,2024,7,Jul,Q3,2024-07,216000.0,4320.0,0.1901522513767412
ORD114194,2024-07-27,CUST12180,Tamil Nadu,Madurai,South,Online,Monitors,24-inch Monitor,1,14500.0,0.0,10800.0,14935.0,10800.0,4135.0,UPI,2024,7,Jul,Q3,2024-07,14500.0,0.0,0.27686642115835286
ORD114683,2024-07-27,CUST10728,Gujarat,Vadodara,West,Online,Mobiles,Premium Smartphone,1,58000.0,0.05,44000.0,56753.0,44000.0,12753.0,Credit Card,2024,7,Jul,Q3,2024-07,58000.0,2900.0,0.22471058798653815
ORD100449,2024-07-28,CUST12522,West Bengal,Kolkata,East,Store,Mobiles,5G Smartphone,3,32000.0,0.02,24500.0,92198.4,73500.0,18698.4,Credit Card,2024,7,Jul,Q3,2024-07,96000.0,1920.0,0.2028061224489796
ORD101992,2024-07-28,CUST10424,West Bengal,Kolkata,East,Online,Laptops,Business Laptop 15,3,61000.0,0.05,47000.0,179065.5,141000.0,38065.5,Credit Card,2024,7,Jul,Q3,2024-07,183000.0,9150.0,0.21257863742596983
ORD102192,2024-07-28,CUST11078,Uttar Pradesh,Noida,North,Online,Accessories,Wireless Earbuds,2,4200.0,0.05,2700.0,8219.4,5400.0,2819.4,Credit Card,2024,7,Jul,Q3,2024-07,8400.0,420.0,0.34301773852105993
ORD102218,2024-07-28,CUST10262,Rajasthan,Jaipur,North,Store,Mobiles,Budget Smartphone,4,14500.0,0.02,10800.0,55703.2,43200.0,12503.2,Credit Card,2024,7,Jul,Q3,2024-07,58000.0,1160.0,0.22446107225437678
ORD102811,2024-07-28,CUST12919,Tamil Nadu,Coimbatore,South,Store,Laptops,Business Laptop 15,1,61000.0,0.05,47000.0,56791.0,47000.0,9791.0,Credit Card,2024,7,Jul,Q3,2024-07,61000.0,3050.0,0.17240407811096828
ORD103715,2024-07-28,CUST11821,Maharashtra,Nagpur,West,Online,Accessories,Wireless Earbuds,1,4200.0,0.0,2700.0,4326.0,2700.0,1626.0,UPI,2024,7,Jul,Q3,2024-07,4200.0,0.0,0.37586685159500693
ORD104023,2024-07-28,CUST13139,Maharashtra,Mumbai,West,Online,Laptops,Ultrabook 14,1,72000.0,0.0,56000.0,74160.0,56000.0,18160.0,Credit Card,2024,7,Jul,Q3,2024-07,72000.0,0.0,0.24487594390507011
ORD105162,2024-07-28,CUST12910,Telangana,Warangal,South,Store,Printers,Laser Printer,1,28000.0,0.1,21400.0,24696.0,21400.0,3296.0,Debit Card,2024,7,Jul,Q3,2024-07,28000.0,2800.0,0.13346290897311305
ORD105286,2024-07-28,CUST13001,Uttar Pradesh,Noida,North,Online,Monitors,24-inch Monitor,1,14500.0,0.0,10800.0,14935.0,10800.0,4135.0,UPI,2024,7,Jul,Q3,2024-07,14500.0,0.0,0.27686642115835286
ORD106761,2024-07-28,CUST11779,Delhi,New Delhi,North,Store,Tablets,Android Tablet,3,22000.0,0.02,16500.0,63386.4,49500.0,13886.4,Credit Card,2024,7,Jul,Q3,2024-07,66000.0,1320.0,0.21907538525614326
ORD107201,2024-07-28,CUST12866,Delhi,New Delhi,North,Online,Laptops,Business Laptop 15,1,61000.0,0.02,47000.0,61573.4,47000.0,14573.4,Debit Card,2024,7,Jul,Q3,2024-07,61000.0,1220.0,0.23668337301497075
ORD107652,2024-07-28,CUST11280,Rajasthan,Udaipur,North,Store,Monitors,24-inch Monitor,3,14500.0,0.02,10800.0,41777.4,32400.0,9377.4,UPI,2024,7,Jul,Q3,2024-07,43500.0,870.0,0.22446107225437675
ORD108020,2024-07-28,CUST10761,Maharashtra,Nagpur,West,Store,Monitors,27-inch Monitor,1,22500.0,0.05,16800.0,20947.5,16800.0,4147.5,Debit Card,2024,7,Jul,Q3,2024-07,22500.0,1125.0,0.19799498746867167
ORD108858,2024-07-28,CUST10245,Telangana,Warangal,South,Store,Laptops,Ultrabook 14,1,72000.0,0.15,56000.0,59976.0,56000.0,3976.0,Credit Card,2024,7,Jul,Q3,2024-07,72000.0,10800.0,0.06629318394024276
ORD109231,2024-07-28,CUST10436,Telangana,Hyderabad,South,Online,Accessories,Wireless Earbuds,1,4200.0,0.02,2700.0,4239.48,2700.0,1539.48,Credit Card,2024,7,Jul,Q3,2024-07,4200.0,84.0,0.3631294404030683
ORD109487,2024-07-28,CUST12252,Tamil Nadu,Chennai,South,Online,Laptops,Gaming Laptop,1,98000.0,0.0,79000.0,100940.0,79000.0,21940.0,Debit Card,2024,7,Jul,Q3,2024-07,98000.0,0.0,0.2173568456508817
ORD109859,2024-07-28,CUST10283,West Bengal,Durgapur,East,Online,Accessories,Bluetooth Speaker,2,6500.0,0.05,4100.0,12720.5,8200.0,4520.5,UPI,2024,7,Jul,Q3,2024-07,13000.0,650.0,0.3553712511300656
ORD111042,2024-07-28,CUST11209,Uttar Pradesh,Noida,North,Online,Mobiles,Budget Smartphone,3,14500.0,0.05,10800.0,42564.75,32400.0,10164.75,Net Banking,2024,7,Jul,Q3,2024-07,43500.0,2175.0,0.23880675911405563
ORD111225,2024-07-28,CUST10845,Uttar Pradesh,Noida,North,Store,Laptops,Ultrabook 14,1,72000.0,0.05,56000.0,67032.0,56000.0,11032.0,Cash,2024,7,Jul,Q3,2024-07,72000.0,3600.0,0.164578111946533
ORD111356,2024-07-28,CUST10360,Telangana,Hyderabad,South,Store,Tablets,Android Tablet,1,22000.0,0.08,16500.0,19835.2,16500.0,3335.2,Cash,2024,7,Jul,Q3,2024-07,22000.0,1760.0,0.16814551907719608
ORD111935,2024-07-28,CUST12190,Uttar Pradesh,Noida,North,Online,Accessories,Wireless Earbuds,2,4200.0,0.08,2700.0,7959.84,5400.0,2559.84,UPI,2024,7,Jul,Q3,2024-07,8400.0,672.0,0.32159440390761623
ORD114666,2024-07-28,CUST10046,Delhi,New Delhi,North,Online,Laptops,Business Laptop 15,1,61000.0,0.0,47000.0,62830.0,47000.0,15830.0,UPI,2024,7,Jul,Q3,2024-07,61000.0,0.0,0.25194970555467133
ORD100095,2024-07-29,CUST10152,West Bengal,Kolkata,East,Online,Accessories,Wireless Earbuds,1,4200.0,0.0,2700.0,4326.0,2700.0,1626.0,UPI,2024,7,Jul,Q3,2024-07,4200.0,0.0,0.37586685159500693
ORD100480,2024-07-29,CUST12979,Karnataka,Bengaluru,South,Store,Tablets,Android Tablet,1,22000.0,0.05,16500.0,20482.0,16500.0,3982.0,Credit Card,2024,7,Jul,Q3,2024-07,22000.0,1100.0,0.19441460794844254
ORD100659,2024-07-29,CUST10168,Karnataka,Bengaluru,South,Online,Accessories,Bluetooth Speaker,1,6500.0,0.05,4100.0,6360.25,4100.0,2260.25,UPI,2024,7,Jul,Q3,2024-07,6500.0,325.0,0.3553712511300656
ORD100854,2024-07-29,CUST11126,Telangana,Hyderabad,South,Store,Laptops,Gaming Laptop,1,98000.0,0.05,79000.0,91238.0,79000.0,12238.0,Credit Card,2024,7,Jul,Q3,2024-07,98000.0,4900.0,0.13413270786295184
ORD101229,2024-07-29,CUST11266,Karnataka,Mangaluru,South,Online,Monitors,24-inch Monitor,2,14500.0,0.08,10800.0,27480.4,21600.0,5880.4,Credit Card,2024,7,Jul,Q3,2024-07,29000.0,2320.0,0.21398524038951397
ORD102418,2024-07-29,CUST10249,Maharashtra,Pune,West,Store,Accessories,Smart Watch,2,7800.0,0.1,5000.0,13759.2,10000.0,3759.2,Credit Card,2024,7,Jul,Q3,2024-07,15600.0,1560.0,0.2732135589278446
ORD103367,2024-07-29,CUST13197,Maharashtra,Nagpur,West,Store,Accessories,Wireless Earbuds,1,4200.0,0.1,2700.0,3704.4,2700.0,1004.4,UPI,2024,7,Jul,Q3,2024-07,4200.0,420.0,0.27113702623906705
ORD104631,2024-07-29,CUST11090,Maharashtra,Mumbai,West,Store,Mobiles,Premium Smartphone,3,58000.0,0.1,44000.0,153468.0,132000.0,21468.0,UPI,2024,7,Jul,Q3,2024-07,174000.0,17400.0,0.13988583939322854
ORD104687,2024-07-29,CUST12440,Maharashtra,Pune,West,Store,Mobiles,Budget Smartphone,2,14500.0,0.08,10800.0,26146.4,21600.0,4546.4,Cash,2024,7,Jul,Q3,2024-07,29000.0,2320.0,0.1738824465318361
ORD105257,2024-07-29,CUST10303,Karnataka,Mangaluru,South,Online,Accessories,Bluetooth Speaker,2,6500.0,0.08,4100.0,12318.8,8200.0,4118.8,UPI,2024,7,Jul,Q3,2024-07,13000.0,1040.0,0.33435074844952434
ORD105641,2024-07-29,CUST11599,Maharashtra,Nagpur,West,Online,Laptops,Business Laptop 15,1,61000.0,0.05,47000.0,59688.5,47000.0,12688.5,UPI,2024,7,Jul,Q3,2024-07,61000.0,3050.0,0.21257863742596983
ORD106379,2024-07-29,CUST10935,Karnataka,Mysuru,South,Store,Tablets,Android Tablet,1,22000.0,0.05,16500.0,20482.0,16500.0,3982.0,UPI,2024,7,Jul,Q3,2024-07,22000.0,1100.0,0.19441460794844254
ORD106927,2024-07-29,CUST11201,Maharashtra,Mumbai,West,Online,Accessories,Smart Watch,1,7800.0,0.0,5000.0,8034.0,5000.0,3034.0,UPI,2024,7,Jul,Q3,2024-07,7800.0,0.0,0.37764500871296985
ORD108840,2024-07-29,CUST11068,Telangana,Hyderabad,South,Online,Laptops,Ultrabook 14,2,72000.0,0.02,56000.0,145353.6,112000.0,33353.6,UPI,2024,7,Jul,Q3,2024-07,144000.0,2880.0,0.2294652488827246
ORD108977,2024-07-29,CUST11796,Tamil Nadu,Coimbatore,South,Store,Mobiles,5G Smartphone,2,32000.0,0.08,24500.0,57702.4,49000.0,8702.4,Credit Card,2024,7,Jul,Q3,2024-07,64000.0,5120.0,0.15081521739130435
ORD109803,2024-07-29,CUST12124,Tamil Nadu,Coimbatore,South,Online,Accessories,Wireless Earbuds,2,4200.0,0.02,2700.0,8478.96,5400.0,3078.96,UPI,2024,7,Jul,Q3,2024-07,8400.0,168.0,0.3631294404030683
ORD110215,2024-07-29,CUST11611,Delhi,New Delhi,North,Online,Monitors,24-inch Monitor,2,14500.0,0.15,10800.0,25389.5,21600.0,3789.5,UPI,2024,7,Jul,Q3,2024-07,29000.0,4350.0,0.14925461312747396
ORD110718,2024-07-29,CUST11885,Karnataka,Mysuru,South,Online,Accessories,Smart Watch,1,7800.0,0.0,5000.0,8034.0,5000.0,3034.0,UPI,2024,7,Jul,Q3,2024-07,7800.0,0.0,0.37764500871296985
ORD111101,2024-07-29,CUST10968,Gujarat,Ahmedabad,West,Online,Accessories,Smart Watch,1,7800.0,0.1,5000.0,7230.6,5000.0,2230.6,Credit Card,2024,7,Jul,Q3,2024-07,7800.0,780.0,0.30849445412552207
ORD111724,2024-07-29,CUST11692,Karnataka,Mysuru,South,Store,Monitors,24-inch Monitor,1,14500.0,0.02,10800.0,13925.8,10800.0,3125.8,Debit Card,2024,7,Jul,Q3,2024-07,14500.0,290.0,0.22446107225437678
ORD112261,2024-07-29,CUST12761,Telangana,Hyderabad,South,Store,Mobiles,Budget Smartphone,1,14500.0,0.02,10800.0,13925.8,10800.0,3125.8,Debit Card,2024,7,Jul,Q3,2024-07,14500.0,290.0,0.22446107225437678
ORD112408,2024-07-29,CUST12777,Odisha,Cuttack,East,Store,Laptops,Gaming Laptop,1,98000.0,0.08,79000.0,88356.8,79000.0,9356.8,UPI,2024,7,Jul,Q3,2024-07,98000.0,7840.0,0.10589790485848287
ORD113913,2024-07-29,CUST12171,Telangana,Warangal,South,Online,Accessories,Wireless Earbuds,4,4200.0,0.0,2700.0,17304.0,10800.0,6504.0,UPI,2024,7,Jul,Q3,2024-07,16800.0,0.0,0.37586685159500693
ORD100494,2024-07-30,CUST12953,Maharashtra,Nagpur,West,Online,Laptops,Ultrabook 14,4,72000.0,0.08,56000.0,272908.8,224000.0,48908.8,Credit Card,2024,7,Jul,Q3,2024-07,288000.0,23040.0,0.17921298250551101
ORD100840,2024-07-30,CUST12927,Maharashtra,Mumbai,West,Store,Printers,Ink Tank Printer,1,16500.0,0.0,12200.0,16170.0,12200.0,3970.0,Debit Card,2024,7,Jul,Q3,2024-07,16500.0,0.0,0.24551638837353124
ORD101482,2024-07-30,CUST12493,Delhi,New Delhi,North,Online,Accessories,Wireless Earbuds,1,4200.0,0.0,2700.0,4326.0,2700.0,1626.0,UPI,2024,7,Jul,Q3,2024-07,4200.0,0.0,0.37586685159500693
ORD102040,2024-07-30,CUST12115,Odisha,Cuttack,East,Store,Monitors,24-inch Monitor,2,14500.0,0.1,10800.0,25578.0,21600.0,3978.0,UPI,2024,7,Jul,Q3,2024-07,29000.0,2900.0,0.15552427867698804
ORD102185,2024-07-30,CUST12366,Maharashtra,Mumbai,West,Store,Mobiles,Budget Smartphone,3,14500.0,0.1,10800.0,38367.0,32400.0,5967.0,Debit Card,2024,7,Jul,Q3,2024-07,43500.0,4350.0,0.15552427867698804
ORD102228,2024-07-30,CUST12057,Delhi,New Delhi,North,Online,Accessories,Wireless Earbuds,1,4200.0,0.1,2700.0,3893.4,2700.0,1193.4,Net Banking,2024,7,Jul,Q3,2024-07,4200.0,420.0,0.3065187239944522
ORD102397,2024-07-30,CUST12470,Uttar Pradesh,Noida,North,Store,Monitors,24-inch Monitor,1,14500.0,0.1,10800.0,12789.0,10800.0,1989.0,UPI,2024,7,Jul,Q3,2024-07,14500.0,1450.0,0.15552427867698804
ORD102540,2024-07-30,CUST11442,Maharashtra,Mumbai,West,Online,Monitors,24-inch Monitor,3,14500.0,0.15,10800.0,38084.25,32400.0,5684.25,UPI,2024,7,Jul,Q3,2024-07,43500.0,6525.0,0.14925461312747396
ORD102806,2024-07-30,CUST11234,Telangana,Warangal,South,Store,Accessories,Smart Watch,1,7800.0,0.05,5000.0,7261.8,5000.0,2261.8,Debit Card,2024,7,Jul,Q3,2024-07,7800.0,390.0,0.3114654768790107
ORD103293,2024-07-30,CUST10846,Odisha,Cuttack,East,Online,Laptops,Gaming Laptop,1,98000.0,0.05,79000.0,95893.0,79000.0,16893.0,UPI,2024,7,Jul,Q3,2024-07,98000.0,4900.0,0.17616510068513863
ORD103388,2024-07-30,CUST10119,Karnataka,Mysuru,South,Online,Accessories,Bluetooth Speaker,1,6500.0,0.08,4100.0,6159.4,4100.0,2059.4,UPI,2024,7,Jul,Q3,2024-07,6500.0,520.0,0.33435074844952434
ORD103595,2024-07-30,CUST11373,Rajasthan,Jaipur,North,Store,Accessories,Smart Watch,4,7800.0,0.1,5000.0,27518.4,20000.0,7518.4,Credit Card,2024,7,Jul,Q3,2024-07,31200.0,3120.0,0.2732135589278446
ORD103698,2024-07-30,CUST11262,Maharashtra,Mumbai,West,Store,Mobiles,Budget Smartphone,2,14500.0,0.0,10800.0,28420.0,21600.0,6820.0,UPI,2024,7,Jul,Q3,2024-07,29000.0,0.0,0.23997185080928923
ORD104506,2024-07-30,CUST10195,Gujarat,Vadodara,West,Store,Printers,Ink Tank Printer,1,16500.0,0.05,12200.0,15361.5,12200.0,3161.5,Credit Card,2024,7,Jul,Q3,2024-07,16500.0,825.0,0.20580672460371707
ORD106446,2024-07-30,CUST11957,Rajasthan,Jaipur,North,Store,Monitors,27-inch Monitor,2,22500.0,0.08,16800.0,40572.0,33600.0,6972.0,Credit Card,2024,7,Jul,Q3,2024-07,45000.0,3600.0,0.17184265010351968
ORD108557,2024-07-30,CUST10091,Uttar Pradesh,Kanpur,North,Store,Accessories,Wireless Earbuds,1,4200.0,0.08,2700.0,3786.72,2700.0,1086.72,Net Banking,2024,7,Jul,Q3,2024-07,4200.0,336.0,0.2869818734947395
ORD108836,2024-07-30,CUST12660,Maharashtra,Mumbai,West,Online,Monitors,27-inch Monitor,2,22500.0,0.02,16800.0,45423.0,33600.0,11823.0,Credit Card,2024,7,Jul,Q3,2024-07,45000.0,900.0,0.2602866389274156
ORD109320,2024-07-30,CUST11672,Karnataka,Bengaluru,South,Store,Laptops,Gaming Laptop,2,98000.0,0.0,79000.0,192080.0,158000.0,34080.0,Net Banking,2024,7,Jul,Q3,2024-07,196000.0,0.0,0.17742607246980424
ORD110778,2024-07-30,CUST12043,Maharashtra,Pune,West,Store,Accessories,Wireless Earbuds,3,4200.0,0.05,2700.0,11730.6,8100.0,3630.6,Credit Card,2024,7,Jul,Q3,2024-07,12600.0,630.0,0.3094982353843793
ORD111204,2024-07-30,CUST10299,Maharashtra,Pune,West,Online,Monitors,24-inch Monitor,1,14500.0,0.15,10800.0,12694.75,10800.0,1894.75,Credit Card,2024,7,Jul,Q3,2024-07,14500.0,2175.0,0.14925461312747396
ORD111309,2024-07-30,CUST11643,Telangana,Hyderabad,South,Store,Monitors,24-inch Monitor,2,14500.0,0.05,10800.0,26999.0,21600.0,5399.0,Net Banking,2024,7,Jul,Q3,2024-07,29000.0,1450.0,0.19997036927293604
ORD111743,2024-07-30,CUST13136,Uttar Pradesh,Noida,North,Store,Accessories,Wireless Earbuds,2,4200.0,0.05,2700.0,7820.4,5400.0,2420.4,Credit Card,2024,7,Jul,Q3,2024-07,8400.0,420.0,0.3094982353843793
ORD112137,2024-07-30,CUST11542,Rajasthan,Udaipur,North,Store,Accessories,Bluetooth Speaker,1,6500.0,0.05,4100.0,6051.5,4100.0,1951.5,Debit Card,2024,7,Jul,Q3,2024-07,6500.0,325.0,0.32248202924894653
ORD112302,2024-07-30,CUST12594,Delhi,New Delhi,North,Store,Laptops,Gaming Laptop,1,98000.0,0.0,79000.0,96040.0,79000.0,17040.0,Net Banking,2024,7,Jul,Q3,2024-07,98000.0,0.0,0.17742607246980424
ORD112415,2024-07-30,CUST11822,Rajasthan,Jaipur,North,Online,Tablets,Pro Tablet,1,48000.0,0.05,36000.0,46968.0,36000.0,10968.0,UPI,2024,7,Jul,Q3,2024-07,48000.0,2400.0,0.2335206949412366
ORD113480,2024-07-30,CUST12737,Odisha,Bhubaneswar,East,Store,Mobiles,Budget Smartphone,1,14500.0,0.05,10800.0,13499.5,10800.0,2699.5,UPI,2024,7,Jul,Q3,2024-07,14500.0,725.0,0.19997036927293604
ORD114483,2024-07-30,CUST12643,Uttar Pradesh,Kanpur,North,Online,Accessories,Wireless Earbuds,1,4200.0,0.08,2700.0,3979.92,2700.0,1279.92,UPI,2024,7,Jul,Q3,2024-07,4200.0,336.0,0.32159440390761623
ORD100341,2024-07-31,CUST12601,Gujarat,Vadodara,West,Store,Accessories,Bluetooth Speaker,3,6500.0,0.0,4100.0,19110.0,12300.0,6810.0,Credit Card,2024,7,Jul,Q3,2024-07,19500.0,0.0,0.3563579277864992
ORD101560,2024-07-31,CUST10351,Rajasthan,Jaipur,North,Online,Mobiles,Budget Smartphone,3,14500.0,0.02,10800.0,43908.9,32400.0,11508.9,Debit Card,2024,7,Jul,Q3,2024-07,43500.0,870.0,0.2621085930187274
ORD102196,2024-07-31,CUST12170,Tamil Nadu,Madurai,South,Store,Mobiles,Budget Smartphone,1,14500.0,0.05,10800.0,13499.5,10800.0,2699.5,Debit Card,2024,7,Jul,Q3,2024-07,14500.0,725.0,0.19997036927293604
ORD102582,2024-07-31,CUST11772,Maharashtra,Pune,West,Online,Laptops,Gaming Laptop,1,98000.0,0.05,79000.0,95893.0,79000.0,16893.0,UPI,2024,7,Jul,Q3,2024-07,98000.0,4900.0,0.17616510068513863
ORD103041,2024-07-31,CUST12908,Tamil Nadu,Coimbatore,South,Online,Tablets,Android Tablet,1,22000.0,0.0,16500.0,22660.0,16500.0,6160.0,Credit Card,2024,7,Jul,Q3,2024-07,22000.0,0.0,0.27184466019417475
ORD103524,2024-07-31,CUST10801,Gujarat,Ahmedabad,West,Online,Printers,Laser Printer,1,28000.0,0.02,21400.0,28263.2,21400.0,6863.2,Credit Card,2024,7,Jul,Q3,2024-07,28000.0,560.0,0.24283166803475897
ORD104114,2024-07-31,CUST12802,Rajasthan,Jaipur,North,Online,Laptops,Gaming Laptop,1,98000.0,0.1,79000.0,90846.0,79000.0,11846.0,Debit Card,2024,7,Jul,Q3,2024-07,98000.0,9800.0,0.13039649516764634
ORD104724,2024-07-31,CUST11108,Maharashtra,Mumbai,West,Store,Printers,Ink Tank Printer,1,16500.0,0.05,12200.0,15361.5,12200.0,3161.5,UPI,2024,7,Jul,Q3,2024-07,16500.0,825.0,0.20580672460371707
ORD105289,2024-07-31,CUST12395,Gujarat,Surat,West,Online,Accessories,Smart Watch,2,7800.0,0.08,5000.0,14782.56,10000.0,4782.56,UPI,2024,7,Jul,Q3,2024-07,15600.0,1248.0,0.32352718338366293
ORD106208,2024-07-31,CUST10026,West Bengal,Durgapur,East,Online,Laptops,Gaming Laptop,2,98000.0,0.02,79000.0,197842.4,158000.0,39842.4,Debit Card,2024,7,Jul,Q3,2024-07,196000.0,3920.0,0.20138453637845075
ORD106380,2024-07-31,CUST10079,Uttar Pradesh,Kanpur,North,Online,Accessories,Smart Watch,1,7800.0,0.05,5000.0,7632.3,5000.0,2632.3,UPI,2024,7,Jul,Q3,2024-07,7800.0,390.0,0.34488948285575777
ORD107669,2024-07-31,CUST12478,Delhi,New Delhi,North,Store,Tablets,Pro Tablet,1,48000.0,0.1,36000.0,42336.0,36000.0,6336.0,Net Banking,2024,7,Jul,Q3,2024-07,48000.0,4800.0,0.14965986394557823
ORD107874,2024-07-31,CUST12911,Uttar Pradesh,Kanpur,North,Store,Mobiles,Premium Smartphone,1,58000.0,0.02,44000.0,55703.2,44000.0,11703.2,UPI,2024,7,Jul,Q3,2024-07,58000.0,1160.0,0.21009924025908747
ORD110031,2024-07-31,CUST10803,Uttar Pradesh,Noida,North,Online,Accessories,Bluetooth Speaker,2,6500.0,0.0,4100.0,13390.0,8200.0,5190.0,UPI,2024,7,Jul,Q3,2024-07,13000.0,0.0,0.38760268857356234
ORD110179,2024-07-31,CUST12242,Telangana,Hyderabad,South,Online,Accessories,Smart Watch,1,7800.0,0.02,5000.0,7873.32,5000.0,2873.32,Net Banking,2024,7,Jul,Q3,2024-07,7800.0,156.0,0.36494388644180603
ORD111091,2024-07-31,CUST12415,Karnataka,Mysuru,South,Store,Printers,Ink Tank Printer,1,16500.0,0.05,12200.0,15361.5,12200.0,3161.5,Credit Card,2024,7,Jul,Q3,2024-07,16500.0,825.0,0.20580672460371707
ORD111324,2024-07-31,CUST10177,Gujarat,Ahmedabad,West,Online,Laptops,Business Laptop 15,5,61000.0,0.02,47000.0,307867.0,235000.0,72867.0,Debit Card,2024,7,Jul,Q3,2024-07,305000.0,6100.0,0.23668337301497075
ORD111391,2024-07-31,CUST10374,Delhi,New Delhi,North,Store,Mobiles,Budget Smartphone,1,14500.0,0.1,10800.0,12789.0,10800.0,1989.0,Net Banking,2024,7,Jul,Q3,2024-07,14500.0,1450.0,0.15552427867698804
ORD113060,2024-07-31,CUST10833,Odisha,Cuttack,East,Store,Printers,Laser Printer,1,28000.0,0.05,21400.0,26068.0,21400.0,4668.0,Credit Card,2024,7,Jul,Q3,2024-07,28000.0,1400.0,0.17907012429031763
ORD113308,2024-07-31,CUST10320,Maharashtra,Pune,West,Online,Mobiles,Premium Smartphone,4,58000.0,0.02,44000.0,234180.8,176000.0,58180.8,UPI,2024,7,Jul,Q3,2024-07,232000.0,4640.0,0.24844393733388906
ORD113886,2024-07-31,CUST12816,Rajasthan,Udaipur,North,Online,Mobiles,Premium Smartphone,1,58000.0,0.0,44000.0,59740.0,44000.0,15740.0,Credit Card,2024,7,Jul,Q3,2024-07,58000.0,0.0,0.26347505858721126
ORD113920,2024-07-31,CUST11795,Odisha,Cuttack,East,Online,Accessories,Smart Watch,1,7800.0,0.0,5000.0,8034.0,5000.0,3034.0,UPI,2024,7,Jul,Q3,2024-07,7800.0,0.0,0.37764500871296985
ORD114249,2024-07-31,CUST12400,Telangana,Warangal,South,Online,Laptops,Ultrabook 14,1,72000.0,0.1,56000.0,66744.0,56000.0,10744.0,UPI,2024,7,Jul,Q3,2024-07,72000.0,7200.0,0.16097327100563347
ORD101113,2024-08-01,CUST11968,Maharashtra,Nagpur,West,Store,Printers,Ink Tank Printer,1,16500.0,0.02,12200.0,15846.6,12200.0,3646.6,UPI,2024,8,Aug,Q3,2024-08,16500.0,330.0,0.23011876364646042
ORD104262,2024-08-01,CUST11819,Maharashtra,Pune,West,Store,Mobiles,Budget Smartphone,2,14500.0,0.05,10800.0,26999.0,21600.0,5399.0,Credit Card,2024,8,Aug,Q3,2024-08,29000.0,1450.0,0.19997036927293604
ORD104579,2024-08-01,CUST12208,Karnataka,Mysuru,South,Store,Accessories,Bluetooth Speaker,1,6500.0,0.05,4100.0,6051.5,4100.0,1951.5,UPI,2024,8,Aug,Q3,2024-08,6500.0,325.0,0.32248202924894653
ORD105048,2024-08-01,CUST10074,Maharashtra,Nagpur,West,Store,Tablets,Android Tablet,3,22000.0,0.0,16500.0,64680.0,49500.0,15180.0,UPI,2024,8,Aug,Q3,2024-08,66000.0,0.0,0.23469387755102042
