order_id,order_date,customer_id,state,city,region,channel,category,product,quantity,unit_price,discount_pct,unit_cost,sales_amount,cost_amount,profit,payment_mode
ORD100713,2025-07-12,CUST12381, delhi,New Delhi,North,Store,Accessories,Bluetooth Speaker,2,6500.0,0.0,4100.0,12740.0,8200.0,4540.0,UPI
ORD100714,2025-11-03,CUST12358,Gujarat,Ahmedabad,West,Online,Accessories,Smart Watch,1,7800.0,0.0,5000.0,8998.08,5000.0,3998.08,UPI
ORD100715,2025-08-07,CUST11713,Maharashtra,Pune,West,Store,Printers,Laser Printer,4,28000.0,0.05,21400.0,104272.0,85600.0,18672.0,UPI
ORD100716,2025-01-13,CUST12205,Rajasthan,Jaipur,North,Online,Mobiles,Budget Smartphone,1,14500.0,0.0,10800.0,14337.6,10800.0,3537.6,Credit Card
ORD100717,2024-12-25,CUST12208,Telangana,Hyderabad,South,Online,Mobiles,5G Smartphone,2,32000.0,0.08,24500.0,67923.97,49000.0,18923.97,Debit Card
ORD100718,2024-06-21,CUST10556,Tamil Nadu,Madurai,South,Store,Tablets,Pro Tablet,2,48000.0,0.05,36000.0,89376.0,72000.0,17376.0,Net Banking
ORD100719,2025-03-14,CUST12528,Rajasthan,Jaipur,North,Store,Accessories,Bluetooth Speaker,1,6500.0,0.15,4100.0,5414.5,4100.0,1314.5,Credit Card
ORD100720,2024-04-11,CUST11487,Karnataka ,Mangaluru,South,Online,Tablets,Pro Tablet,1,48000.0,0.0,36000.0,49440.0,36000.0,13440.0,Credit Card
ORD100721,2025-11-11,CUST11452,Uttar Pradesh,Kanpur,North,Store,Monitors,24-inch Monitor,1,14500.0,0.05,10800.0,15119.44,10800.0,4319.44,Credit Card
ORD100722,2025-09-09,CUST11418,Karnataka ,Bengaluru,South,Store,Printers,Ink Tank Printer,1,16500.0,0.15,12200.0,13744.5,12200.0,1544.5,Credit Card
ORD100723,2024-03-28,CUST12246,West Bengal,Kolkata,East,Online,Printers,Laser Printer,4,28000.0,0.05,21400.0,109592.0,85600.0,23992.0,Debit Card
ORD100724,2025-07-28,CUST10923,Gujarat,Ahmedabad,West,Online,Laptops,Business Laptop 15,1,61000.0,0.02,47000.0,61573.4,47000.0,14573.4,UPI
ORD100725,2024-03-26,CUST12390,Maharashtra,Mumbai,West,Store,Mobiles,5G Smartphone,2,32000.0,0.0,24500.0,62720.0,49000.0,13720.0,UPI
ORD100726,2025-06-11,CUST10845,Uttar Pradesh,Lucknow,North,Store,Mobiles,Premium Smartphone,2,58000.0,0.05,44000.0,107996.0,88000.0,19996.0,UPI
ORD100727,2024-03-05,CUST12649,Maharashtra,Pune,West,Store,Printers,Ink Tank Printer,2,16500.0,0.02,12200.0,31693.2,24400.0,7293.2,Cash
ORD100728,2024-12-22,CUST12125,West Bengal,Kolkata,East,Store,Accessories,Smart Watch,1,7800.0,0.05,5000.0,8133.22,5000.0,3133.22,Cash
ORD100729,2025-04-25,CUST10350, delhi,New Delhi,North,Online,Laptops,Business Laptop 15,1,61000.0,0.1,47000.0,56547.0,47000.0,9547.0,Credit Card
ORD100730,2025-06-16,CUST12653,Gujarat,Surat,West,Online,Tablets,Android Tablet,4,22000.0,0.05,16500.0,86108.0,66000.0,20108.0,Credit Card
ORD100731,2024-11-02,CUST10536,Gujarat,Ahmedabad,West,Store,Printers,Ink Tank Printer,1,16500.0,0.0,12200.0,18110.4,12200.0,5910.4,Credit Card
ORD100732,2025-11-04,CUST12823,West Bengal,Durgapur,East,Store,Mobiles,5G Smartphone,1,32000.0,0.05,24500.0,33367.04,24500.0,8867.04,Credit Card
ORD100733,2025-07-20,CUST11270, delhi,New Delhi,North,Online,Accessories,Wireless Earbuds,4,4200.0,0.08,2700.0,15919.68,10800.0,5119.68,UPI
ORD100734,2024-06-01,CUST10083,West Bengal,Durgapur,East,Store,Accessories,Bluetooth Speaker,4,6500.0,0.05,4100.0,24206.0,16400.0,7806.0,UPI
ORD100735,2025-05-05,CUST10436,Maharashtra,Pune,West,Online,Laptops,Ultrabook 14,2,72000.0,0.0,56000.0,148320.0,112000.0,36320.0,UPI
ORD100736,2025-06-18,CUST10970,West Bengal,Kolkata,East,Online,Tablets,Android Tablet,3,22000.0,0.05,16500.0,64581.0,49500.0,15081.0,Cash
ORD100737,2024-08-31,CUST12076,Telangana,Warangal,South,Store,Monitors,27-inch Monitor,4,22500.0,0.05,16800.0,83790.0,67200.0,16590.0,Debit Card
ORD100738,2025-06-23,CUST12354, delhi,New Delhi,North,Online,Laptops,Ultrabook 14,1,72000.0,0.02,56000.0,72676.8,56000.0,16676.8,Debit Card
ORD100739,2025-10-18,CUST12280,Karnataka ,Mysuru,South,Online,Accessories,Bluetooth Speaker,1,6500.0,0.1,4100.0,6748.56,4100.0,2648.56,Net Banking
ORD100740,2025-08-20,CUST11825,Maharashtra,Pune,West,Online,Monitors,24-inch Monitor,2,14500.0,0.15,10800.0,25389.5,21600.0,3789.5,Credit Card
ORD100741,2025-07-11,CUST12204,Odisha,Bhubaneswar,East,Online,Tablets,Android Tablet,2,22000.0,0.08,16500.0,41694.4,33000.0,8694.4,Debit Card
ORD100742,2025-04-08,CUST12825,Odisha,Bhubaneswar,East,Store,Mobiles,5G Smartphone,3,32000.0,0.1,24500.0,84672.0,73500.0,11172.0,Debit Card
ORD100743,2024-07-16,CUST10449,Karnataka ,Mysuru,South,Online,Accessories,Smart Watch,1,7800.0,0.1,5000.0,7230.6,5000.0,2230.6,UPI
ORD100744,2025-08-04,CUST12987,West Bengal,Kolkata,East,Online,Mobiles,Budget Smartphone,1,14500.0,0.02,10800.0,14636.3,10800.0,3836.3,UPI
ORD100745,2024-09-23,CUST13096,Maharashtra,Nagpur,West,Store,Mobiles,Budget Smartphone,1,14500.0,0.02,10800.0,13925.8,10800.0,3125.8,Credit Card
ORD100746,2025-01-24,CUST10413,Maharashtra,Mumbai,West,Store,Mobiles,5G Smartphone,3,32000.0,0.0,24500.0,90316.8,73500.0,16816.8,UPI
ORD100747,2024-08-17,CUST11006,Maharashtra,Mumbai,West,Store,Printers,Ink Tank Printer,2,16500.0,0.02,12200.0,31693.2,24400.0,7293.2,
ORD100748,2024-08-16,CUST10322,Karnataka ,Mangaluru,South,Store,Accessories,Smart Watch,1,7800.0,0.0,5000.0,7644.0,5000.0,2644.0,Net Banking
ORD100749,2024-04-25,CUST12226,Maharashtra,Nagpur,West,Store,Laptops,Gaming Laptop,2,98000.0,0.0,79000.0,192080.0,158000.0,34080.0,Net Banking
ORD100750,2025-12-03,CUST11901,Karnataka ,Mangaluru,South,Store,Mobiles,Premium Smartphone,2,58000.0,0.0,44000.0,127321.6,88000.0,39321.6,UPI
ORD100751,2024-04-18,CUST11010,Maharashtra,Mumbai,West,Online,Monitors,27-inch Monitor,1,22500.0,0.02,16800.0,22711.5,16800.0,5911.5,UPI
ORD100752,2024-03-04,CUST11467,Uttar Pradesh,Lucknow,North,Online,Monitors,24-inch Monitor,3,14500.0,0.05,10800.0,42564.75,32400.0,10164.75,Cash
ORD100753,2025-11-15,CUST10343,Rajasthan,Udaipur,North,Online,Mobiles,Budget Smartphone,1,14500.0,0.1,10800.0,15054.48,10800.0,4254.48,Net Banking
ORD100754,2025-02-09,CUST10892, delhi,New Delhi,North,Store,Accessories,Bluetooth Speaker,2,6500.0,0.02,4100.0,11985.79,8200.0,3785.79,UPI
ORD100755,2024-11-16,CUST10437,Gujarat,Surat,West,Store,Laptops,Business Laptop 15,1,61000.0,0.05,47000.0,63605.92,47000.0,16605.92,Net Banking
ORD100756,2025-06-23,CUST10821,Uttar Pradesh,Noida,North,Store,Laptops,Gaming Laptop,2,98000.0,0.05,79000.0,182476.0,158000.0,24476.0,Net Banking
ORD100757,2024-10-07,CUST10244,Gujarat,Vadodara,West,Store,Monitors,27-inch Monitor,5,22500.0,0.05,16800.0,117306.0,84000.0,33306.0,UPI
ORD100758,2024-04-03,CUST12011,Uttar Pradesh,Lucknow,North,Store,Accessories,Wireless Earbuds,2,4200.0,0.0,2700.0,8232.0,5400.0,2832.0,Credit Card
ORD100759,2025-06-17,CUST10666,Telangana,Hyderabad,South,Online,Laptops,Gaming Laptop,2,98000.0,0.08,79000.0,185729.6,158000.0,27729.6,Net Banking
ORD100760,2024-05-08,CUST10799,Karnataka ,Mangaluru,South,Online,Tablets,Pro Tablet,2,48000.0,0.02,36000.0,96902.4,72000.0,24902.4,Debit Card
ORD100761,2025-02-08,CUST10111,Maharashtra,Nagpur,West,Online,Tablets,Android Tablet,2,22000.0,0.08,16500.0,40026.62,33000.0,7026.62,Credit Card
ORD100762,2025-11-24,CUST10300,Rajasthan,Jaipur,North,Online,Printers,Laser Printer,3,28000.0,0.02,21400.0,94964.35,64200.0,30764.35,Cash
ORD100763,2025-11-15,CUST12356,West Bengal,Kolkata,East,Store,Laptops,Ultrabook 14,3,72000.0,0.15,56000.0,201519.36,168000.0,33519.36,Net Banking
ORD100764,2024-09-20,CUST12875, delhi,New Delhi,North,Online,Accessories,Smart Watch,2,7800.0,0.05,5000.0,15264.6,10000.0,5264.6,UPI
ORD100765,2025-07-24,CUST11415,Odisha,Bhubaneswar,East,Online,Accessories,Smart Watch,1,7800.0,0.1,5000.0,7230.6,5000.0,2230.6,Credit Card
ORD100766,2025-03-23,CUST12173,West Bengal,Kolkata,East,Store,Accessories,Smart Watch,1,7800.0,0.05,5000.0,7261.8,5000.0,2261.8,Net Banking
ORD100767,2024-12-16,CUST12412,Gujarat,Surat,West,Online,Accessories,Smart Watch,1,7800.0,0.02,5000.0,8818.12,5000.0,3818.12,UPI
ORD100768,2024-04-12,CUST12756,Uttar Pradesh,Noida,North,Online,Accessories,Bluetooth Speaker,1,6500.0,0.05,4100.0,6360.25,4100.0,2260.25,UPI
ORD100769,2024-10-02,CUST10265,Karnataka ,Mysuru,South,Online,Tablets,Android Tablet,3,22000.0,0.0,16500.0,76137.6,49500.0,26637.6,Net Banking
ORD100770,2025-04-21,CUST10553,Tamil Nadu,Chennai,South,Online,Laptops,Ultrabook 14,2,72000.0,0.02,56000.0,145353.6,112000.0,33353.6,Debit Card
ORD100771,2025-12-22,CUST10928,Maharashtra,Nagpur,West,Store,Printers,Ink Tank Printer,1,16500.0,0.02,12200.0,17748.19,12200.0,5548.19,UPI
ORD100772,2024-01-04,CUST10402,Odisha,Cuttack,East,Online,Mobiles,5G Smartphone,2,32000.0,0.02,24500.0,62017.54,49000.0,13017.54,UPI
ORD100773,2025-06-08,CUST12566,Uttar Pradesh,Lucknow,North,Online,Mobiles,Premium Smartphone,1,58000.0,0.0,44000.0,59740.0,44000.0,15740.0,Net Banking
ORD100774,2025-09-10,CUST12355,Gujarat,Vadodara,West,Online,Laptops,Gaming Laptop,2,98000.0,0.02,79000.0,197842.4,158000.0,39842.4,UPI
ORD100775,2025-11-26,CUST10002,Karnataka ,Mysuru,South,Online,Mobiles,Budget Smartphone,1,14500.0,0.05,10800.0,15890.84,10800.0,5090.84,UPI
ORD100776,2024-11-05,CUST11422,Tamil Nadu,Madurai,South,Online,Mobiles,Budget Smartphone,2,14500.0,0.1,10800.0,30108.96,21600.0,8508.96,Net Banking
ORD100777,2024-03-27,CUST11928,Uttar Pradesh,Lucknow,North,Online,Mobiles,Budget Smartphone,3,14500.0,0.02,10800.0,43908.9,32400.0,11508.9,Debit Card
ORD100778,2024-07-17,CUST12948,West Bengal,Durgapur,East,Store,Mobiles,Budget Smartphone,2,14500.0,0.02,10800.0,27851.6,21600.0,6251.6,Credit Card
ORD100779,2025-09-13,CUST12119,Karnataka ,Mangaluru,South,Online,Accessories,Bluetooth Speaker,2,6500.0,0.08,4100.0,12318.8,8200.0,4118.8,Credit Card
ORD100780,2025-10-03,CUST12665,Tamil Nadu,Madurai,South,Store,Printers,Ink Tank Printer,2,16500.0,0.05,12200.0,34409.76,24400.0,10009.76,Credit Card
ORD100781,2025-04-10,CUST12140, delhi,New Delhi,North,Store,Accessories,Wireless Earbuds,4,4200.0,0.1,2700.0,14817.6,10800.0,4017.6,UPI
ORD100782,2024-03-30,CUST10999,Karnataka ,Mangaluru,South,Online,Printers,Laser Printer,2,28000.0,0.0,21400.0,57680.0,42800.0,14880.0,Cash
ORD100783,2024-03-30,CUST13114,Telangana,Warangal,South,Online,Laptops,Ultrabook 14,1,72000.0,0.1,56000.0,66744.0,56000.0,10744.0,Credit Card
ORD100784,2024-12-15,CUST12763,Maharashtra,Nagpur,West,Store,Mobiles,Budget Smartphone,1,14500.0,0.02,10800.0,15596.9,10800.0,4796.9,Credit Card
ORD100785,2025-03-06,CUST10599,Maharashtra,Nagpur,West,Online,Laptops,Ultrabook 14,1,72000.0,0.02,56000.0,72676.8,56000.0,16676.8,Credit Card
ORD100786,2024-01-24,CUST10307,Tamil Nadu,Coimbatore,South,Store,Accessories,Wireless Earbuds,1,4200.0,0.05,2700.0,3753.79,2700.0,1053.79,Credit Card
ORD100787,2025-05-16,CUST12455,West Bengal,Durgapur,East,Online,Printers,Laser Printer,3,28000.0,0.15,21400.0,73542.0,64200.0,9342.0,UPI
ORD100788,2025-02-02,CUST10051,Karnataka ,Mangaluru,South,Online,Mobiles,5G Smartphone,1,32000.0,0.0,24500.0,31641.6,24500.0,7141.6,Credit Card
ORD100789,2024-01-09,CUST12512,Gujarat,Surat,West,Store,Accessories,Smart Watch,1,7800.0,0.05,5000.0,6971.33,5000.0,1971.33,Credit Card
ORD100790,2024-03-10,CUST11115,Uttar Pradesh,Noida,North,Store,Accessories,Smart Watch,1,7800.0,0.08,5000.0,7032.48,5000.0,2032.48,Debit Card
ORD100791,2024-11-28,CUST10885,West Bengal,Kolkata,East,Online,Laptops,Business Laptop 15,1,61000.0,0.1,47000.0,63332.64,47000.0,16332.64,Debit Card
ORD100792,2025-06-12,CUST13076,Tamil Nadu,Coimbatore,South,Store,Tablets,Android Tablet,1,22000.0,0.08,16500.0,19835.2,16500.0,3335.2,UPI
ORD100793,2025-08-26,CUST11079,Maharashtra,Pune,West,Online,Laptops,Gaming Laptop,2,98000.0,0.0,79000.0,201880.0,158000.0,43880.0,Credit Card
ORD100794,2024-11-11,CUST12054, delhi,New Delhi,North,Store,Mobiles,Budget Smartphone,1,14500.0,0.08,10800.0,14641.98,10800.0,3841.98,Credit Card
ORD100795,2024-08-03,CUST11303,Tamil Nadu,Chennai,South,Store,Accessories,Smart Watch,1,7800.0,0.08,5000.0,7032.48,5000.0,2032.48,Credit Card
ORD100796,2025-12-08,CUST11970, delhi,New Delhi,North,Online,Mobiles,Premium Smartphone,2,58000.0,0.1,44000.0,120435.84,88000.0,32435.84,Net Banking
ORD100797,2024-12-01,CUST12181,Gujarat,Surat,West,Online,Printers,Ink Tank Printer,4,16500.0,0.02,12200.0,74614.85,48800.0,25814.85,Debit Card
ORD100798,2024-08-18,CUST11556,Maharashtra,Nagpur,West,Online,Accessories,Smart Watch,1,7800.0,0.05,5000.0,7632.3,5000.0,2632.3,UPI
ORD100799,2024-11-19,CUST10050,Karnataka ,Bengaluru,South,Store,Mobiles,5G Smartphone,1,32000.0,0.02,24500.0,34420.74,24500.0,9920.74,Debit Card
ORD100800,2024-01-09,CUST10113,Uttar Pradesh,Kanpur,North,Online,Tablets,Android Tablet,1,22000.0,0.08,16500.0,20013.31,16500.0,3513.31,UPI
ORD100801,2024-08-08,CUST11608,Karnataka ,Mysuru,South,Store,Accessories,Wireless Earbuds,1,4200.0,0.0,2700.0,4116.0,2700.0,1416.0,UPI
ORD100802,2025-01-11,CUST11588,Gujarat,Ahmedabad,West,Store,Accessories,Wireless Earbuds,1,4200.0,0.0,2700.0,3951.36,2700.0,1251.36,UPI
ORD100803,2025-11-02,CUST10056,Tamil Nadu,Coimbatore,South,Store,Accessories,Wireless Earbuds,3,4200.0,0.02,2700.0,13553.16,8100.0,5453.16,Credit Card
ORD100804,2025-06-23,CUST12183,Uttar Pradesh,Kanpur,North,Online,Mobiles,Budget Smartphone,1,14500.0,0.08,10800.0,13740.2,10800.0,2940.2,Credit Card
ORD100805,2025-07-25,CUST11417,Maharashtra,Mumbai,West,Online,Printers,Ink Tank Printer,1,16500.0,0.05,12200.0,16145.25,12200.0,3945.25,Credit Card
ORD100806,2025-02-02,CUST11927,Uttar Pradesh,Kanpur,North,Store,Laptops,Business Laptop 15,2,61000.0,0.02,47000.0,112482.05,94000.0,18482.05,
ORD100807,2024-03-21,CUST12869, delhi,New Delhi,North,Online,Accessories,Bluetooth Speaker,3,6500.0,0.05,4100.0,19080.75,12300.0,6780.75,UPI
ORD100808,2024-10-12,CUST11742,Karnataka ,Mangaluru,South,Online,Laptops,Ultrabook 14,1,72000.0,0.05,56000.0,78906.24,56000.0,22906.24,Credit Card
ORD100809,2025-12-29,CUST10166,Odisha,Bhubaneswar,East,Online,Accessories,Wireless Earbuds,1,4200.0,0.02,2700.0,4748.22,2700.0,2048.22,UPI
ORD100810,2024-02-02,CUST11468,West Bengal,Durgapur,East,Store,Mobiles,5G Smartphone,1,32000.0,0.0,24500.0,30105.6,24500.0,5605.6,Credit Card
ORD100811,2025-10-04,CUST11073,Karnataka ,Mysuru,South,Store,Laptops,Business Laptop 15,5,61000.0,0.05,47000.0,318029.6,235000.0,83029.6,Credit Card
ORD100812,2025-05-15,CUST12588,Maharashtra,Pune,West,Online,Laptops,Ultrabook 14,4,72000.0,0.0,56000.0,296640.0,224000.0,72640.0,UPI
ORD100813,2024-07-26,CUST10601,Karnataka ,Bengaluru,South,Online,Printers,Ink Tank Printer,3,16500.0,0.08,12200.0,46906.2,36600.0,10306.2,Credit Card
ORD100814,2025-07-22,CUST11354,Gujarat,Vadodara,West,Store,Laptops,Business Laptop 15,1,61000.0,0.02,47000.0,58584.4,47000.0,11584.4,Debit Card
ORD100815,2025-09-03,CUST11527,Telangana,Hyderabad,South,Online,Mobiles,Budget Smartphone,1,14500.0,0.02,10800.0,14636.3,10800.0,3836.3,UPI
ORD100816,2024-02-01,CUST12358,West Bengal,Durgapur,East,Store,Tablets,Android Tablet,1,22000.0,0.0,16500.0,20697.6,16500.0,4197.6,Debit Card
ORD100817,2024-03-18,CUST10547,West Bengal,Durgapur,East,Online,Laptops,Ultrabook 14,1,72000.0,0.05,56000.0,70452.0,56000.0,14452.0,UPI
ORD100818,2025-05-01,CUST11646,Karnataka ,Mangaluru,South,Online,Printers,Ink Tank Printer,1,16500.0,0.0,12200.0,16995.0,12200.0,4795.0,Debit Card
ORD100819,2025-12-31,CUST10830,Tamil Nadu,Chennai,South,Online,Laptops,Ultrabook 14,1,72000.0,0.05,56000.0,78906.24,56000.0,22906.24,UPI
ORD100820,2024-01-18,CUST12857,Maharashtra,Mumbai,West,Online,Monitors,27-inch Monitor,4,22500.0,0.05,16800.0,84542.4,67200.0,17342.4,Cash
ORD100821,2025-05-01,CUST13186,Telangana,Warangal,South,Online,Laptops,Ultrabook 14,2,72000.0,0.15,56000.0,126072.0,112000.0,14072.0,UPI
ORD100822,2024-04-09,CUST10388,Maharashtra,Pune,West,Store,Mobiles,Budget Smartphone,1,14500.0,0.05,10800.0,13499.5,10800.0,2699.5,Cash
ORD100823,2025-04-20,CUST12585,West Bengal,Durgapur,East,Online,Accessories,Smart Watch,1,7800.0,0.02,5000.0,7873.32,5000.0,2873.32,UPI
ORD100824,2025-03-31,CUST12312,West Bengal,Kolkata,East,Store,Laptops,Ultrabook 14,4,72000.0,0.08,56000.0,259660.8,224000.0,35660.8,Debit Card
ORD100825,2024-03-07,CUST13158,Gujarat,Ahmedabad,West,Online,Accessories,Smart Watch,3,7800.0,0.02,5000.0,23619.96,15000.0,8619.96,UPI
ORD100826,2025-05-12,CUST10408,Uttar Pradesh,Kanpur,North,Online,Tablets,Android Tablet,1,22000.0,0.02,16500.0,22206.8,16500.0,5706.8,UPI
ORD100827,2025-10-17,CUST10872,Telangana,Warangal,South,Online,Tablets,Android Tablet,3,22000.0,0.05,16500.0,72330.72,49500.0,22830.72,UPI
ORD100828,2025-09-23,CUST13003,Rajasthan,Udaipur,North,Online,Mobiles,5G Smartphone,1,32000.0,0.0,24500.0,32960.0,24500.0,8460.0,UPI
ORD100829,2024-01-22,CUST11792,Tamil Nadu,Madurai,South,Online,Mobiles,5G Smartphone,2,32000.0,0.02,24500.0,62017.54,49000.0,13017.54,Credit Card
ORD100830,2024-06-28,CUST12720,Gujarat,Vadodara,West,Store,Accessories,Smart Watch,2,7800.0,0.02,5000.0,14982.24,10000.0,4982.24,Credit Card
ORD100831,2024-06-25,CUST11612, delhi,New Delhi,North,Online,Laptops,Ultrabook 14,2,72000.0,0.0,56000.0,148320.0,112000.0,36320.0,Credit Card
ORD100832,2024-11-27,CUST11168,Maharashtra,Mumbai,West,Online,Mobiles,Premium Smartphone,1,58000.0,0.05,44000.0,63563.36,44000.0,19563.36,Credit Card
ORD100833,2024-04-14,CUST11199, delhi,New Delhi,North,Online,Mobiles,Budget Smartphone,1,14500.0,0.08,10800.0,13740.2,10800.0,2940.2,UPI
ORD100834,2025-09-16,CUST12495,Gujarat,Vadodara,West,Store,Mobiles,Premium Smartphone,1,58000.0,0.02,44000.0,55703.2,44000.0,11703.2,Debit Card
ORD100835,2025-07-21,CUST13113, delhi,New Delhi,North,Online,Mobiles,Premium Smartphone,1,58000.0,0.02,44000.0,58545.2,44000.0,14545.2,Debit Card
ORD100836,2025-08-13,CUST10258,Rajasthan,Jaipur,North,Online,Laptops,Business Laptop 15,1,61000.0,0.02,47000.0,61573.4,47000.0,14573.4,UPI
ORD100837,2024-05-24,CUST11004,Maharashtra,Nagpur,West,Online,Laptops,Gaming Laptop,2,98000.0,0.05,79000.0,191786.0,158000.0,33786.0,Debit Card
ORD100838,2024-01-11,CUST12098,Tamil Nadu,Madurai,South,Online,Accessories,Wireless Earbuds,1,4200.0,0.08,2700.0,3820.72,2700.0,1120.72,UPI
ORD100839,2025-10-27,CUST11284,Uttar Pradesh,Noida,North,Online,Accessories,Wireless Earbuds,1,4200.0,0.0,2700.0,4845.12,2700.0,2145.12,Credit Card
ORD100840,2024-07-30,CUST12927,Maharashtra,Mumbai,West,Store,Printers,Ink Tank Printer,1,16500.0,0.0,12200.0,16170.0,12200.0,3970.0,Debit Card
ORD100841,2025-04-24,CUST10100,Telangana,Warangal,South,Store,Accessories,Wireless Earbuds,2,4200.0,0.08,2700.0,7573.44,5400.0,2173.44,Debit Card
ORD100842,2025-10-26,CUST10064, delhi,New Delhi,North,Online,Tablets,Android Tablet,1,22000.0,0.02,16500.0,24871.62,16500.0,8371.62,Credit Card
ORD100843,2024-01-27,CUST11055,Karnataka ,Mysuru,South,Online,Laptops,Business Laptop 15,1,61000.0,0.05,47000.0,57300.96,47000.0,10300.96,Credit Card
ORD100844,2024-01-05,CUST11227,Rajasthan,Udaipur,North,Online,Accessories,Smart Watch,1,7800.0,0.05,5000.0,7327.01,5000.0,2327.01,Credit Card
ORD100845,2024-01-04,CUST12192,Telangana,Hyderabad,South,Store,Tablets,Android Tablet,1,22000.0,0.15,16500.0,17592.96,16500.0,1092.96,Credit Card
ORD100846,2024-04-24,CUST10742, delhi,New Delhi,North,Store,Accessories,Smart Watch,3,7800.0,0.08,5000.0,21097.44,15000.0,6097.44,Cash
ORD100847,2024-02-07,CUST11969,Maharashtra,Pune,West,Online,Mobiles,5G Smartphone,1,32000.0,0.02,24500.0,31008.77,24500.0,6508.77,Net Banking
ORD100848,2025-08-22,CUST11546,Maharashtra,Mumbai,West,Store,Accessories,Wireless Earbuds,2,4200.0,0.02,2700.0,8067.36,5400.0,2667.36,UPI
ORD100849,2025-03-18,CUST10702,Maharashtra,Nagpur,West,Online,Accessories,Smart Watch,4,7800.0,0.05,5000.0,30529.2,20000.0,10529.2,Credit Card
ORD100850,2025-12-17,CUST12515,West Bengal,Kolkata,East,Online,Mobiles,Budget Smartphone,1,14500.0,0.05,10800.0,15890.84,10800.0,5090.84,Credit Card
ORD100851,2025-08-08,CUST10623,West Bengal,Kolkata,East,Store,Tablets,Android Tablet,2,22000.0,0.0,16500.0,43120.0,33000.0,10120.0,Debit Card
ORD100852,2025-12-05,CUST11197,Rajasthan,Udaipur,North,Store,Laptops,Ultrabook 14,1,72000.0,0.05,56000.0,75075.84,56000.0,19075.84,UPI
ORD100853,2024-06-23,CUST13140,Gujarat,Ahmedabad,West,Online,Mobiles,Premium Smartphone,4,58000.0,0.15,44000.0,203116.0,176000.0,27116.0,Net Banking
ORD100854,2024-07-29,CUST11126,Telangana,Hyderabad,South,Store,Laptops,Gaming Laptop,1,98000.0,0.05,79000.0,91238.0,79000.0,12238.0,Credit Card
ORD100855,2025-09-12,CUST10820,Uttar Pradesh,Kanpur,North,Store,Mobiles,Budget Smartphone,1,14500.0,0.15,10800.0,12078.5,10800.0,1278.5,UPI
ORD100856,2024-06-28,CUST11501, delhi,New Delhi,North,Online,Laptops,Business Laptop 15,1,61000.0,0.02,47000.0,61573.4,47000.0,14573.4,UPI
ORD100857,2024-02-11,CUST10878,Maharashtra,Pune,West,Online,Monitors,24-inch Monitor,5,14500.0,0.05,10800.0,68103.6,54000.0,14103.6,Debit Card
ORD100858,2025-05-04,CUST10821,West Bengal,Kolkata,East,Online,Accessories,Smart Watch,1,7800.0,0.0,5000.0,8034.0,5000.0,3034.0,Debit Card
ORD100859,2025-08-08,CUST10925,Maharashtra,Mumbai,West,Store,Monitors,24-inch Monitor,3,14500.0,0.08,10800.0,39219.6,32400.0,6819.6,UPI
ORD100860,2025-12-08,CUST12617,Maharashtra,Pune,West,Online,Printers,Ink Tank Printer,3,16500.0,0.02,12200.0,55961.14,36600.0,19361.14,UPI
ORD100861,2025-11-09,CUST10774,West Bengal,Durgapur,East,Online,Accessories,Wireless Earbuds,3,4200.0,0.1,2700.0,13081.82,8100.0,4981.82,UPI
ORD100862,2024-03-28,CUST10441,Tamil Nadu,Madurai,South,Online,Accessories,Smart Watch,1,7800.0,0.0,5000.0,8034.0,5000.0,3034.0,Credit Card
ORD100863,2025-07-18,CUST12037,Karnataka ,Mangaluru,South,Online,Tablets,Pro Tablet,2,48000.0,0.05,36000.0,93936.0,72000.0,21936.0,Credit Card
ORD100864,2025-09-10,CUST12326,Telangana,Hyderabad,South,Store,Accessories,Smart Watch,1,7800.0,0.08,5000.0,7032.48,5000.0,2032.48,UPI
ORD100865,2025-05-25,CUST10077,Odisha,Bhubaneswar,East,Online,Accessories,Wireless Earbuds,1,4200.0,0.05,2700.0,4109.7,2700.0,1409.7,Debit Card
ORD100866,2025-08-22,CUST10547,Maharashtra,Mumbai,West,Store,Accessories,Smart Watch,1,7800.0,0.15,5000.0,6497.4,5000.0,1497.4,UPI
ORD100867,2025-09-04,CUST12598,Uttar Pradesh,Lucknow,North,Store,Mobiles,Premium Smartphone,4,58000.0,0.02,44000.0,222812.8,176000.0,46812.8,Debit Card
ORD100868,2024-11-22,CUST11619,Karnataka ,Bengaluru,South,Online,Accessories,Bluetooth Speaker,1,6500.0,0.0,4100.0,7498.4,4100.0,3398.4,Net Banking
ORD100869,2024-01-30,CUST10632,Maharashtra,Nagpur,West,Store,Accessories,Wireless Earbuds,3,4200.0,0.08,2700.0,10905.75,8100.0,2805.75,UPI
ORD100870,2024-11-29,CUST12733,Tamil Nadu,Coimbatore,South,Online,Mobiles,5G Smartphone,1,32000.0,0.05,24500.0,35069.44,24500.0,10569.44,Net Banking
ORD100871,2024-05-27,CUST10084,Telangana,Warangal,South,Store,Accessories,Bluetooth Speaker,3,6500.0,0.05,4100.0,18154.5,12300.0,5854.5,Debit Card
ORD100872,2024-03-24,CUST11575,Gujarat,Ahmedabad,West,Store,Mobiles,Budget Smartphone,3,14500.0,0.05,10800.0,40498.5,32400.0,8098.5,Net Banking
